UNI_ST_UNIDADE,PRO_ST_DEFITEM,PRO_IN_CODIGO,PRO_ST_DESCRICAO,GRU_IDE_ST_CODIGO
UN,OU,14156,HP Z4 BR XEONW2133 RAM 32GB 2.1 TB,08
UN,OU,14223,PASTA PARA SOLDA,07
FL,OU,14237,PAPEL CARBONO,07
UN,OU,14362,MONITOR HP V24B 23.6 POLEGADAS,08
UN,OU,14363,PLACA DE BAIXA LVPS 110127V,08
UN,OU,14364,HP Z4 G4 W2245 32GB RAM 512GB SSD+2TB HDD RTX 4000,08
PC,OU,14365,HP PROBOOK 640 G5 178665U 8GB RAM 256GB SSD,07
UN,OU,14366,HP MONITOR V19B 18.5 HD VGA,08
UN,OU,14367,CELULAR SAMSUNG GALAXY A11,08
UN,PA,14526,KIT_ELE_AV_01_JN_PAV_02,15
UN,PA,14527,KIT_ELE_AV_02_JN_PAV_02,15
PC,OU,15549,PRIMER TECTAPE 1025 P/ FITA DUPLA FACE - 940ML,15
UN,OU,15561,BALANÇA SUSPENSA 2000KG,07
UN,OU,15564,FERRO P/ APOIO MODULO,07
SC,OU,15565,ARGAMASSA BARITADA,15
PC,MP,15586,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x2,90M",15
PC,MP,15587,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x1,9M",15
PC,MP,15588,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x0,82M",15
PC,MP,15589,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x8,15M",15
PC,MP,15590,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x7,50M",15
PC,MP,15591,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x6,45M",15
PC,MP,15592,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x5,4M",15
PC,MP,15593,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x4,4M",15
PC,MP,15594,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x3,32M",15
PC,MP,15595,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x2,27M",15
UN,MP,13684,TELA DE AÇO CA-60 SOLDADA Q61 (150X150MM/QUADRADA),15
UN,MP,13685,"TELA DE AÇO CA-60 SOLDADA Q92 150X150MM 2,45x6,00M",01
UN,MP,13686,"TRELIÇA TR08645 (BZO INF 5,0 X DIAG 4,2 X SUP 6,0) 6M",01
UN,MP,13687,"TRELIÇA TR12645 (BZO INF 5,0 X DIAG 4,2 X SUP 6,0) 6M",15
UN,FE,13802,LÂMINA P/ MÁQUINA DE OSCILAÇÃO P/ CORTE DRYWALL,07
L,MT,13952,HIDRO-ÓLEO REPELENTE,15
BD,OU,13953,HIDRO-ÓLEO,15
PC,MP,13989,TELHA DE FIBROCIMENTO IMBRALIT + THERMO-OFF 1530X1100MM ESP 8MM,15
UN,OU,14121,KIT INSTALAÇAO MANGUEIRA JARDIM,07
UN,OU,14158,FONTE ATX 500W,07
UN,OU,14159,CABO AUDIO P2xP2,07
UN,OU,14188,KIT REPARO CARCAÇA,08
UN,PA,14290,JNC_DNA_PVTO_T-C3,15
UN,PA,14291,JNC_DNA_PVTO_T-C4,15
UN,PA,14292,JNC_DNA_PVTO_T-C5,15
UN,PA,14293,JNC_DNA_EP,15
UN,MP,14335,CONJUNTO MONTADO DE 3 TOMADAS 2P+T 10A POSTO HORIZONTAL 4X2,15
UN,MP,14864,GRAVATA AE 90X170MM GALVANIZADA A FOGO,01
UN,MP,14865,GRAVATA AI 45X110MM GALVANIZADA A FOGO,01
UN,MP,14866,GRAVATA ELEVADOR GALVANIZADA A FOGO,01
UN,OU,14878,Parafusadeira DFR-550 Braço da catraca completo  cód.158374-4,07
UN,OU,14879,Parafusadeira DFR-550 Engrenagem  cód.226344-2,07
UN,OU,14880,Parafusadeira DFR-550 Pino 3  cód.  256158-5,07
UN,OU,14881,Parafusadeira DFR-550 Mola de torção 4 cód.231636-6,07
UN,OU,14882,Parafusadeira DFR-550 Catraca  cód.310062-3,07
UN,OU,14883,Parafusadeira DFR-550 Bucha 5  cód.257685-5,07
UN,OU,14884,Parafusadeira DFR-550 Pino 6 cód. 256451-7,07
UN,OU,14885,Parafusadeira DFR-550 Mola de compressão 2  cód.233211-4,07
UN,OU,14886,Parafusadeira DFR-550 Alavanca da caixa do alimentador  cód.345837-1,07
PC,MP,14890,FECHADURA E PUXADOR RETO METÁLICO COM ACABAMENTO ACETINADO,01
PC,MP,14891,FECHADURA LINHA VERONA CHESS,01
PC,MP,14892,FECHADURA LINHA VERONA VICTÓRIA,15
UN,OU,13712,MASSA F12 PARA MADEIRA - COR BRANCO - 400G,15
UN,MP,13826,JANELA DE CORRER 2FLH 170X100 AL PRETO VD LISO 4MM,01
UN,MP,13984,"TUBO QUAD 50X50X3,00MM",07
PC,MP,13985,"CHAPA METÁLICA 3/16""",15
SE,SE,14079,SERVIÇO DE AVCB CORPO DE BOMBEIRO,09
UN,PA,14178,PKS_GESSO,15
UN,OU,14196,CAMISETA POLIVISCOSE MANGA LONGA XXXG,07
UN,OU,14197,CAMISETA POLIVISCOSE MANGA CURTA XXXG,07
LA,MP,14281,"TINTA ESMALTE SINTÉTICO ANTI FERRUGEM BRILHANTE CINZA 0,8L",15
PC,MP,14368,ALÇAPÃO DE FORRO METÁLICO 60X60CM - FD,15
UN,MP,14436,"CONTRAMARCO PRETO 3,5M TCV-0001",15
UN,MP,14437,CONTRAMARCO PRETO 4M TCV-0001,15
UN,MP,14438,CONTRAMARCO PRETO 5M TCV-0001,15
UN,MP,14439,PINUS APARELHADO 38X140X3000MM RESÍDUO,15
UN,PA,14528,KIT_ELE_AV_01_JN_PAV_03,15
UN,PA,14529,KIT_ELE_AV_02_JN_PAV_03,15
KG,OU,15294,RESIDUOS SUCATA GRAUDA,07
UN,MP,15351,TUBO 40MM 6M PVC BRANCO ESGOTO SERIE NORMAL TIGRE,01
PC,OU,15445,TERMINAL CORRIMÃO 14CM - CLASSICA SPRO - AMAZILIA,15
PC,OU,15446,SUPORTE CORRIMÃO 14 CM - CLASSICA SPRO - AMAZILIA,15
UN,MP,15447,"CANTONEIRA 2,40M CLASSICA SPRO AMAZILIA",15
UN,MP,15463,CARTOLA METÁLICA 110MM PKS_CARV,01
PC,MP,15464,"JOELHO 45° 2.1/2"" (DN 65MM) FERRO GALVANIZADO",01
PC,MP,15465,"TÊ ROSCÁVEL 2.1/2"" (DN 65MM) FERRO GALVANIZADO",01
PC,MP,15466,CHAPA DE SEGURANÇA 90X180MM 5F DE 9MM E 1F DE 17MM A TRATAR,15
PC,MP,15467,CHAPA DE SEGURANÇA 90X180MM 5F DE 9MM E 1F DE 17MM GALVANIZADO A FOGO,01
PC,MP,15468,CHAPA ARRUELA 60X60MM 1F DE 17MM A TRATAR,15
PC,MP,15469,CHAPA ARRUELA 60X60MM 1F DE 17MM GALVANIZADO A FOGO,01
M,DI,15507,"CABO DE AÇO AISI 304L 5/16"" 6x19 8MM",07
UN,CO,15508,TENSIONADOR LVH - GRAMPEAVEL,07
PC,MP,15509,ANCORAGEM INTERMEDIARIA RETA PARA LINHA DE VIDA,15
SE,SE,13727,SERVIÇO DE MANUTENÇÃO DE LINHA DE VIDA,09
UN,OU,13972,CALÇA BRIM ELÁSTICA  XXXG (MASCULINO),07
UN,OU,14241,Tupia RP2301 Parafuso Philips      cód. 911213-7,07
UN,OU,14242,Tupia RP2301 Tampa da escova    cód. 643700-8,07
UN,OU,14243,Tupia RP2301 Mola de torção       cód. 233538-2,07
UN,OU,14244,Tupia RP2301 Parafuso M10         cód. 266015-9,07
UN,OU,14245,Tupia RP2301 Alavanca trava        cód. 450950-,07
UN,OU,14246,Tupia RP2301 Carcaça                    cód. 158972-4,07
UN,OU,14247,Tupia RP2301 Placa da base          cód. 450951-1,07
UN,OU,14248,Tupia RP2301 Porca nylon             cód. 410129-8,07
UN,OU,14249,Serra SP6000 Parafuso Borboleta               cód. 265776-8,07
UN,OU,14250,Serra SP6000 Arruela Lisa                            cód. 253111-2,07
UN,OU,14251,Serra SP6000 Guia angular traseira            cód. 419596-4,07
UN,OU,14252,Serra SP6000 Parafuso atarrachante          cód. 265995-6,07
UN,OU,14253,Serra SP6000 Protetor do disco                   cód. 158547-,07
PC,MP,14893,"FECHADURA INTERNA DE BANHEIROS, CT OVAL, ROSETA REDONDA. LINHA VERONA",01
PC,MP,14894,"FECHADURA INTERNA DE BANHEIROS, CT OVAL, ROSETA REDONDA. LINHA VERONA",15
UN,PA,14895,TCH_C12.A_Carga_1_Jacareí,15
UN,PA,14896,TCH_C12.A_Carga_2_Jacareí,15
PC,MP,14901,"TÊ CLICPEX 25X25X25MM, PEX MONOCAMADA",15
UN,DI,14913,PONTEIRA SDS PLUS 250MM,07
UN,MP,14921,"PINUS APARELHADO 38X140X3000MM 4,0 KG CCA",01
UN,MP,14922,"PINUS APARELHADO 38X140X3500MM 4,0 KG CCA",15
UN,MP,14923,"PINUS APARELHADO 38X140X4000 MM 4,0 KG CCA",15
UN,MP,14924,"PINUS APARELHADO 38x140x2550MM 4,0 KG CCA",15
UN,MP,14925,"PINUS APARELHADO 38X140X3600MM 4,0 KG CCA",15
UN,MP,14926,"PINUS APARELHADO 45X190X3000 MM 4,0 KG CCA",15
UN,MP,14927,"PINUS APARELHADO 45X190X2650MM 4,0 KG CCA",15
UN,MP,14928,"PINUS APARELHADO 45X190X2600MM 4,0 KG CCA",15
UN,MP,14929,"PINUS APARELHADO 45X190X2500MM 4,0 KG CCA",15
UN,OU,13689,APRESENTADOR SEM FIO,07
UN,OU,13690,PROJETOR,07
UN,OU,13691,MICROFONE SEM FIO C/ RECEPTOR POLYCOM,07
SE,SE,13692,LOCAÇÃO DE MULTIMÍDIA,09
SE,SE,13693,LOCAÇÃO DE CADEIRAS,15
UN,PA,13890,TCH_C5B_PVTO,15
UN,PA,13891,TCH_C5B_TRELIÇA,15
UN,PA,13892,TCH_C5B_EP,04
UN,PA,13893,TCH_C5B_PE,04
PC,PA,13894,TCH_C5B_KIT_HD,04
UN,PA,13895,TCH_C5B_KIT_ELÉ,04
UN,PA,13897,TCH_C5B_KIT_QD,15
UN,PA,13898,TCH_C7A_PVTO,15
UN,PA,13899,TCH_C7A_TRELIÇA,15
UN,PA,13900,TCH_C7A_EP,04
UN,PA,13901,TCH_C7A_PE,04
PC,PA,13903,TCH_C7A_KIT_HD,04
UN,PA,13904,TCH_C7A_KIT_ELÉ,04
UN,MP,15366,GRAVATA AE 80X90MM GALVANIZADA A FOGO,01
PC,MP,15408,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x8,15",01
PC,MP,15409,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x7,15",01
PC,MP,15410,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x6,10",01
PC,MP,15411,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x5,05",01
PC,MP,15412,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x2,8M",01
PC,MP,15413,"PARAFUSO INOX PARA TELHA SANDUICHE ESTRUTURA MADEIRA 5,5X110MM",01
PC,MP,15414,"PARAFUSO INOX SEXTAVADO BROCANTE ARRUELADO COSTURA 1/4""X7/8""",01
UN,MP,15455,ABRIGO HIDRANTE EMBUTIR 75X45X17CM,01
PC,MP,15487,MODULO SAIDA DE FIO BRANCO WEG ESATTA,15
PC,MP,15488,"PLACA E SUPORTE 4X2"" 1 POSIÇÃO BRANCO WEG ESATTA",15
PC,MP,15489,"PLACA E SUPORTE 4X2"" 2 POSIÇÕES BRANCO WEG ESATTA",15
PC,MP,15490,"PLACA E SUPORTE 4X2"" 3 POSIÇÕES BRANCO WEG ESATTA",15
PC,MP,15491,"PLACA E SUPORTE 4X4"" 2 POSIÇÕES (1+1) BRANCO WEG ESATTA",15
PC,OU,13671,CHUMBADOR SKR 10x80MM TRATADO,01
PC,OU,13672,CHUMBADOR SKR 10x80MM A TRATAR,01
PC,MP,13787,PINUS BRUTO 42X65X2500MM,15
PC,MP,13788,PINUS BRUTO 36X46X2500MM,15
PC,MP,13789,PINUS BRUTO 20X50X2500MM,15
PC,MP,13790,PINUS BRUTO 40X70X2500MM,15
PC,MP,13791,PINUS BRUTO 30X100X2500MM,15
PC,MP,13792,PINUS BRUTO 25X100X2500MM,15
UN,OU,13845,CAIXA DE CORREIO PARA MURO EM ALUMÍNO 30X10X20cm,15
UN,MP,13859,CALHAS E RUFOS,01
UN,PA,14190,HME_EXT_KIT HID-SAN - PT,15
UN,OU,14254,Serra SP6000 Protetor do disco (tampa)   cód. 318084-7,07
UN,OU,14255,Serra SP6000 Parafuso                                  cód. 266034-5,07
UN,OU,14256,Furadeira HR 2470 Estator 220V  cód. 626578-1 (B1-M),07
UN,OU,14257,Parafusadeira DFR-550 Tampa da caixa completa   cód. 345839-7,07
UN,OU,14258,Parafusadeira DFR-550 Caixa de alimentação          cód. 450107-6,07
UN,MP,14930,"PINUS APARELHADO 45X190X3500MM 4,0 KG CCA",15
UN,MP,14931,"PINUS APARELHADO 45x190x3350MM 4,0 KG CCA",15
UN,MP,14932,"PINUS APARELHADO 45X190X2550MM 4,0 KG CCA",15
UN,MP,14933,"PINUS APARELHADO 45X190X3550MM 4,0 KG CCA",15
UN,MP,14967,"VIGA METALICA I W200X19,3 4354MM V01 TCH_S10.B",01
UN,MP,14968,"PRESSURIZADOR KOMECO TP 40, 127V",15
UN,MP,14969,"PRESSURIZADOR KOMECO TP 40, 220V",15
PC,MP,14970,CHUVEIRO INCEPA THEMA REF B5000I4CRB,15
PC,MP,14971,CHUVEIRO INCEPA THEMA COM DESVIADOR E DUCHA MANUAL REF B5002I4CRB,15
UN,MP,14972,"CHAPA PREGO GNA80 10,7X13,9CM",01
PC,MP,14973,SOLEIRA PEDRA NATURAL 120X3X2CM,15
PC,MP,14974,SOLEIRA PEDRA NATURAL 118X3X2CM,15
PC,MP,14975,CHUVEIRO INCEPA THEMA COM DESVIADOR E DUCHA MANUAL REF B5002I4CRB,15
UN,MP,14976,RUFOS C4C,15
PC,PA,15000,SPM_PT_SALA DE AULA,04
UN,PA,13906,TCH_C7A_KIT_QD,15
UN,MP,13913,"JANELA 240X210 2F CORRER QD SUP VID COMUM 4MM, QD INF VID TEMP 6MM PTO",15
UN,MP,13914,"PORTA 90X210 1 FLH ABRIR, VZ FX VENT INF VID INCOLOR  4MM PTO",15
UN,MP,13915,PORTA 90X210 1 FOLHA DE ABRIR EM VIDRO TEMPERADO INCOLOR 6MM PTO,15
UN,MP,13916,"JANELA 100X60 1 FOLHA MÁXIMO-AR, VIDRO 3MM MINI-BOREAL PTO",15
UN,MP,13917,"JANELA 200X100 2 FOLHAS DE CORRER , VIDRO 4MM COMUM INCOLOR PTO",15
UN,MP,13921,COLA MADEIRA (ULTIMATE WOOD GLUE),15
UN,MP,13922,COLA PU BICOMPONENTE,01
UN,MP,13956,"KIT PORTA ENTRAD FRIZZATA PRETA 1,0X2,1M ESQ BAT 185MM VIST 60MM",15
SE,SE,14334,MO INSTALAÇÃO DE ESCADA METALICA,09
UN,PA,14343,HM_EXT_KIT_ELE,04
UN,PA,14469,KIT_ELE_AVULSO_JN_PAV_03,15
UN,FE,14517,ESCALA AÇO INOX GRADUADA 1500MM,07
UN,FE,14518,ESCALA AÇO INOX GRADUADA 2000MM,07
UN,PA,14530,KIT_ELE_AV_01_JN_PAV_04,15
UN,PA,14531,KIT_ELE_AV_02_JN_PAV_04,15
PC,MP,15596,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x1,22M",15
PC,MP,15597,"ISOTELHA TPZ PIR 20MM RAL 9003 AÇO 0,5MM FILME ALUM BCO 0,04MM 1x0,2M",15
M2,MT,15598,PAVER 8X20X10,01
UN,MP,15600,VIGA METÁLICA I W150X13 2060MM GALVANIZADA A FOGO PKS_CARVOEIRA,15
UN,MP,15601,"VIGA METALICA I W200X22,5 4185MM GALVANIZADA A FOGO PKS_CARVOEIRA",01
UN,MP,15602,"VIGA METALICA I W200X19,3 5050MM GALVANIZADA A FOGO PKS_CARVOEIRA",15
UN,OU,15604,"PLACA CEGA COM SUPORTE 4X4"" BRANCO SOPRANO ATRIA",01
UN,OU,15605,"PLACA COM SUPORTE 2X4"" 1 FUNÇÃO BRANCO SOPRANO ATRIA",01
UN,OU,15606,"PLACA CEGA COM SUPORTE 2X4"" BRANCO SOPRANO ATRIA",01
UN,OU,15607,MODULO TAMPO CEGO BRANCO SOPRANO ATRIA,01
UN,OU,15608,MODULO INTERRUPTOR SIMPLES 10A 250V BRANCO SOPRANO ATRIA,01
UN,OU,15609,MODULO TOMADA 2P+T 10A 250V BRANCO SOPRANO ATRIA,01
UN,OU,15610,"PLACA E SUPORTE 4X4"" 6 FUNÇÕES BRANCO SOPRANO ATRIA",01
PC,MP,15611,CANTONEIRA DE ANCORAGEM 40X60MM 2F GALVANIZADA A FOGO,01
KG,MP,13761,TEXTURA ELASTOMÉRICA COR AMARELO BANDEIRA SUVINIL R039,15
KG,MP,13762,TEXTURA ELASTOMÉRICA IMPROMPTU (SHERWIN WILLIAMS - SW6923),15
M,MT,13842,MANGUEIRA PNEUMATICA 8 MM,07
UN,OU,14259,Parafusadeira DFR-550 Mola de compressão           cód. 233211-4,07
UN,OU,14260,Parafusadeira DFR-550 Tampa do alimentador        cód. 450114-9,07
UN,OU,14261,Parafusadeira DFR-550 Caixa da guia completa       cód. 140493-0,07
UN,OU,14262,Parafusadeira DFR-550 conjunto do alimentador    cód. 195184-8,07
UN,OU,14263,Parafusadeira DFR-550 Escova de carvão                  cód. CB 440,07
UN,OU,14264,Parafusadeira DFR-550 carretel dentado cód. 416518-5,07
PC,OU,14265,GARRA METALICA 6M,15
PC,OU,14266,Esferas transferidoras ET4/70,15
UN,PA,14280,JNC_DNA_PVTO_T-C1,15
SE,SE,14371,MO TRATAMENTO DE JUNTAS EXTERNAS APARENTES,15
SE,SE,14372,SERVIÇO DE APLICAÇÃO DE THERMO-OFF,09
SE,SE,14373,SERVIÇO DE EXECUÇÃO DE CAIXA EM ACRILICO,09
PC,PA,15001,SPM_CANTONEIRAS,04
PC,PA,15002,SPM_Arremates_De_Cimentica,04
PC,PA,15003,SPM_TRELIÇAS,04
BR,MP,15023,"TUBO FERRO GALVANIZADO 3""",15
PC,MP,15024,"COTOVELO FERRO GALVANIZADO 3""",15
PC,MP,15025,"LUVA FERRO GALVANIZADO 3""",15
PC,MP,15026,"TEE FERRO GALVANIZADO 3""",01
PC,MP,15027,"VALVULA GAVETA 2.1/2""",15
BR,MP,15028,"TUBO 2.1/2"" (DN 65MM) 6M FERRO GALVANIZADO",01
PC,MP,15029,"BUCHA REDUCAO FERRO GALVANIZADO 3""x2.1/2""",15
PC,MP,15030,"JOELHO 90° 2.1/2"" (DN 65MM) FERRO GALVANIZADO",01
PC,MP,15031,"UNIAO GALVANIZADA 2.1/2"" ACENTO BRONZE",15
PC,MP,15032,FITA ANTI CORROSIVA 9CMx30MTS,15
UN,OU,15033,ROLINHO DE LÃ,07
PC,MP,15034,"UNIAO GALVANIZADA ASS BRONZE 3""",15
PC,MP,15035,CAIXA SOBREPOR HIDRANTE DE RECALQUE,15
UN,PA,14067,PKS_PE,04
UN,PA,14068,PKS_TRELIÇA,15
UN,OU,14128,PRÉ-FILTRO PARA RESPIRADOR FACIAL,07
UN,OU,14401,PASTAS PLASTICA FINA TAM. A3 COM ELASTICO,07
UN,OU,14402,PASTA PLASTICA TAM. A4 TIPO CANALETA GROSSA,07
UN,OU,14403,CHAPA DE ACRILICO CRISTAL 800X1500X3MM,07
UN,OU,14404,CHAPA DE ACRILICO CRISTAL 1700X2400X3MM,07
UN,PA,14532,KIT_PRUMADA_ELEVADOR_JN_PAV_02,15
UN,PA,14533,KIT_PRUMADA_ELEVADOR_JN_PAV_03,15
UN,PA,14534,KIT_PRUMADA_ELEVADOR_JN_PAV_04,15
UN,PA,14535,AV_01_JN_PAV_01,15
UN,PA,14536,AV_02_JN_PAV_01,15
UN,MP,14603,"CHAPA PREGO GNA80 14,3X29,8CM",01
BD,MP,14791,TINTA ACRILICA FOSCA 18L - COR CROMIO PADRÃO SUVINIL,01
UN,MP,14792,MÓDULO TOMADA HEXAGONAL (NBR 14136) 2P+T 10A VERMELHO 220V,15
UN,MP,14793,CONJUNTO MONTADO 1 TOM 2P+T 10A MOD VERMELHO POSTO HORIZONTAL 4X2,15
UN,OU,15268,PAINEL ALU-PIR 20MM 1200 X 2000MM,15
UN,OU,15269,PAINEL ALU-PIR 10MM 1200 X 2000,15
UN,OU,15270,PERFIL CONEXAO 20MM INVISIVEL EM,15
UN,OU,15271,PERFIL BAIONETA PVC C/3M,15
UN,OU,15272,CANTO DE ACABAMENTO EM PVC,15
UN,OU,15273,CANTO DE REFORCO GALVANIZADO,15
UN,OU,15274,"ADESIVO DE CONTATO SEM TOLUOL P/ ALUPIR 2,8 KG- UN",15
UN,OU,15275,TUBO DE VEDANTE ACRILICO BRANCO,15
UN,OU,15276,FITA ADESIVA DE ALUMINIO 50MM X,15
UN,OU,15277,COLA P/PERFIL MONOCOMPONENTE ALUPIR C/500 GR.,15
UN,OU,15278,BARRA DE REFORCO DE ALUMINIO C/ 3 METROS,15
UN,OU,15279,DISCO DE REFORCO EM ALUMINIO C/ 100 UND,15
UN,OU,15280,"PARAFUSO SEXTAVADO AA 6,3 X 50 C/100",15
UN,OU,15281,"PERFIL CADEIRA ""H"" 20MM ALUMINIO C/ 3 M",15
UN,OU,15282,"PERFIL ""U"" 20MM ALUMINIO C/3M",15
UN,FE,13811,FURAD.IMP.1/2 HP2070 220V 1010W VVR 1200-2900RPM C/MALETA - MAKITA,08
PC,MT,13865,"GUIA PARA JARDIM 0,40X0,19X0,08",15
UN,MT,13977,RETALHOS MADEIRA DOACAO,07
L,OU,14160,CHOPP PILSEN,07
PC,MP,14227,CONECTOR 22X3/4 LATÃO PREF,15
UN,MP,14228,JOELHO 22X90 COBRE,15
UN,MP,14229,JOELHO 22X45 COBRE,15
UN,MP,14230,CONECTOR 22X3/4 LATÃO RM,15
UN,MP,14231,CAPS 22 COBRE,15
UN,MP,14333,"PERFIL Z 14,0X2,5M FD",15
UN,MP,14398,JAN DE CORRER 120X150 3FLH AL BR 1VZ S/VENT 1VZ C/VENT VD LISO4MM FD,15
SE,SE,14413,SERVIÇO DE FARMACIA DE MANIPULAÇÃO,09
UN,OU,14509,Chave Impacto DTW450  Gatilho cód. 651572-4,07
UN,DI,14510,Lixadeira orbital DWE6411-B2  Conjunto Almofada cód. N362819,07
UN,DI,14511,Lixadeira orbital DWE6411-B2  Cobertura da base cód. N402677-B,07
PC,MP,15036,CAIXA SOBREPOR HIDRANTE 120x90x30,15
PC,MP,15037,"REGISTRO GLOBO ANGULAR 2.1/2""",15
PC,MP,15038,"ADAPTADOR STORZ ROSCA MACHO 2.1/2""",15
PC,MP,15039,"NIPLE DUPLO 2.1/2"" FERRO GALVANIZADO",01
PC,MP,15040,"MANGUEIRA PARA HIDRANTE 2.1/2"" TIPO 2 15M",15
PC,MP,15041,"ESGUICHO REGULAVEL 2.1/2""",15
PC,MP,15042,"CHAVE STORZ DUPLA 2.1/2""X1.1/2"" ALUMINIO",15
UN,OU,15093,TINTA ACRILICA BRANCA 18L,07
UN,OU,15094,TINTA ACRILICA MARFIM (RM017) 18L,07
UN,OU,15095,SUPORTE DE FERRO GALVANIZADO PARA CAMERA,07
UN,MT,15097,POSTE DE CONCRETO CURVO 100X100X3000MM,01
UN,MT,15098,ESCORA DE CONCRETO 100X80X2500MM,15
M,MP,15099,TELA ALAMBRADO FIO 12 MALHA 5,15
PC,MP,15100,ARAME FARPADO 250M,15
UN,MP,15140,"CONTRAMARCO PRETO 6,5M TCV-0001",15
UN,OU,15143,ISOPOR 40MM PLACA 100X50CM,07
PC,OU,13909,CHIP PARA CELULAR,07
UN,OU,14681,ROLAMENTO 604 ZZ,07
UN,OU,14682,ROLAMENTO 6001 ZZ,07
UN,OU,14683,ROLAMENTO 686 ZZ,07
UN,OU,14684,ROLAMENTO 6206 2RS,07
UN,DI,14751,DEWALT DWS780 B2-DEFLETOR  (391375-00),07
UN,MP,14752,TERMINAL CUMEEIRA TELHA CERAMICA MEDITERRANEA CINZA PEROLA,15
UN,MP,14794,QUADRO DISTRIBUIÇÃO EMBUTIR P/ 36 DISJUNTORES S/ BARRAMENTO WEG,15
UN,MP,14795,"BARRA QUADRO DISTRIBUICAO BTN02-36, WEG",15
UN,OU,14809,CALÇA LAVANDERIA (TAMANHOS DIVERSOS),07
UN,OU,14810,BLUSA DE MOLETOM LAVANDERIA (TAMANHOS DIVERSOS),07
UN,OU,14811,CAMISA SOCIAL LAVANDERIA (TAMANHOS DIVERSOS),07
UN,OU,14812,CAMISETA MANGA CURTA LAVANDERIA (TAMANHOS DIVERSOS),07
UN,OU,14813,CAMISETA POLO LAVANDERIA (TAMANHOS DIVERSOS),07
UN,OU,14854,CATRACA DE CONTROLE DE ACESSO,08
M2,MP,15264,SOLEIRA DE GRANITO BRANCO DALLAS (GARANTIA),15
PC,EQ,15288,pedestal plastico zebrado preto e amarelo 90 cm,07
PC,MP,15295,PARAFUSO HBS 8X120MM COUNTERSUNK SCHMID,01
PC,PA,15298,QD.AP.P,04
PC,PA,15299,QD.AP.C,04
PC,PA,15300,AV01_CTC_RIO,04
PC,PA,15301,AV02_CTC_RIO,04
PC,PA,15302,AV03_CTC_RIO,04
PC,PA,15303,COB.A_CTC_RIO,04
PC,PA,15304,COB.B_CTC_RIO,04
PC,PA,15305,COB.C_CTC_RIO,04
PC,PA,15306,COB.D_CTC_RIO,04
PC,PA,15307,PR.ELV_CTC_RIO,04
UN,OU,15470,"BOTINA SEG COURO, BICO COMPOSITE, BIDENSIDADE + SOLADO ANTI-PERFURO 48",07
UN,OU,15471,BROCA HELICOIDAL Ø 30X90XZ2,07
PC,MP,13748,CHAPA METÁLICA 1.9X38X120MM COM 4 FUROS DE 4MM - A TRATAR,15
KG,MP,14296,TEXTURA ELASTOMÉRICA IMPROMPTU (SHERWIN WILLIAMS - SW6955),15
PC,MP,14316,TELHA CUMEEIRA FIBROCIMENTO 420X1100MM 8MM OND TRAT TERMICO,15
PC,MP,14317,TELHA FIBROCIMENTO 1220X1100MM 8MM OND TRAT TERMICO,15
PC,MP,14318,TELHA FIBROCIMENTO 1530X1100MM 8MM OND TRAT TERMICO,15
PC,MP,14319,TELHA FIBROCIMENTO 1830X1100MM 8MM OND TRAT TERMICO,01
UN,MP,14506,"TERMINAL TUBULAR ILHÓS 2,5MM² (MNC)",15
UN,DI,14512,Serra Meia Esquadria DWS780-B2  Apoio cód. N032306,07
UN,DI,14513,Serra SP6000 Guia da Ventoinha cód. 419626-1,07
UN,DI,14514,Serra SP6000 Caixa da Engrenagem completa cód. 158092-4,07
UN,DI,14515,Serra SP6000 Rotor Completo 220V cód. 513678-5,07
UN,OU,14516,Parafusadeira DCD 776  Conjunto Motor e Pinhão cód. N376649,07
